config_id,spectral_radius,input_scaling,leak_rate,best_ridge_mode,val_nmse_mean,val_nmse_std,test_nmse_mean,test_nmse_std,n_seeds
4c9884e52c0b,1.1,0.05,0.8,1e-10,0.14478573036156164,0.028990843035038134,0.13029143487056055,0.039625751588616066,5
fc87902cb709,1.1,0.05,0.9,1e-10,0.15217050116304912,0.026339737474989425,0.13603929380845053,0.03685553901432545,5
5ec1f2c41d90,1.1,0.05,1.0,1e-06,9.256284693320492,18.143944496892637,0.1746299737289067,0.03942000054896164,5
9c545a13215e,1.1,0.1,0.5,1e-10,0.19145721691096934,0.016838853423237717,0.18973404345446973,0.020267192803851444,5
4624975b8b19,1.1,0.1,0.6,1e-10,0.17448806513197004,0.011243979172725285,0.1705997690654164,0.025739883781173784,5
d8224f554bc3,1.1,0.1,0.7,1e-10,0.15587585858331254,0.03773679416541304,0.14361569846740163,0.046539953503257965,5
8c9f95aff55f,1.1,0.1,0.8,1e-10,0.14762411636189812,0.0319468174360717,0.1287399809474067,0.04195530836440208,5
b7758828505f,1.1,0.1,0.9,1e-10,0.15240714813699227,0.032124523133575084,0.13080086451680403,0.04061793421990762,5
ae031b6366dd,1.1,0.1,1.0,1e-06,2.8748384493261105,5.373215064970545,0.17183428433862535,0.040239460500752236,5
2d1d46a68d05,1.1,0.15,0.5,1e-10,0.19390115444018383,0.022361768022119404,0.19678754517901426,0.023261350839307148,5
63db3e098f17,1.1,0.15,0.6,1e-10,0.17354793301964574,0.008431509064662123,0.17491772690620094,0.024809885162327544,5
d2b660b589fa,1.1,0.15,0.7,1e-10,0.1540183753278951,0.026401823547513744,0.1435428578878389,0.04136856281730356,5
8ddabc77c0bd,1.1,0.15,0.8,1e-10,0.14897783902828748,0.037596121978409905,0.12418971740952785,0.04034225188474198,5
feb072eefef2,1.1,0.15,0.9,1e-10,0.16740561868770795,0.0480247867540119,0.1420231931442133,0.05303229158934083,5
b8198960514a,1.1,0.15,1.0,0.0001,1.7129382213301603,3.044174192357779,0.2904079881044536,0.26261851858021484,5
228f44594510,1.1,0.2,0.5,1e-10,0.19840232336890626,0.021872731894854284,0.20522672622111368,0.030581038583565232,5
10b5d24c62b0,1.1,0.2,0.6,1e-10,0.17682386494311905,0.011651199042605231,0.17736105284607465,0.022265921840748756,5
6a0608e15b17,1.1,0.2,0.7,1e-10,0.1586538445145526,0.027636874379332058,0.14523556075440636,0.035488019779215535,5
65112a445932,1.1,0.2,0.8,1e-10,0.14768862650369455,0.03564475014666987,0.12469259796303464,0.03838017295343849,5
44690489abe6,1.1,0.2,0.9,1e-10,0.16334876161744538,0.04590006209425056,0.13241937102318624,0.05032593553346005,5
9bba7c25d761,1.1,0.2,1.0,0.0001,1.2465144012787222,2.1007159263459942,0.25353938249581526,0.1608324294071363,5
0421b10f715a,1.1,0.3,0.5,1e-08,0.20372922036322633,0.023210851402594174,0.20332100806080505,0.02092819404194332,5
db21d0806e31,1.1,0.3,0.6,1e-10,0.1851011037769277,0.017407508137431506,0.1802734577697275,0.01714558666078421,5
618f4403867e,1.1,0.3,0.7,1e-10,0.16410634848888334,0.021061089305580115,0.1555537861814437,0.03656099137889699,5
b4315343f14a,1.1,0.3,0.8,1e-10,0.15488575461133278,0.03976464167060867,0.13261620085060524,0.04387273971597827,5
71f00c7885b8,1.1,0.3,0.9,1e-06,0.16443737282703302,0.04822377358817965,0.13439893417730744,0.057020184635497996,5
